,dummy_dummy,dummy_hard,rank,dummy_scores,dummy_hard_scores,rank_scores
0,"(ontology.CognitiveModelling, ontology.RewardingLiterature)","(ontology.AIForGameTechnology, ontology.ContemporaryApproachesInAnthropologicalThory, ontology.ScientificComputing)","(ontology.AlgebraicTopology, ontology.AIForGameTechnology)",0.18181818181818182,0.45454545454545453,0.5454545454545454
